llama3.1-8b-0shot,0shot-gemma-minus-llama,0shot-llama-big-minus-llama-small,self-revision-llama-small-vs-0shot-llama-small,gemma-revise-llama-small-vs-0shot-llama-small,gemma-revise-llama-small-vs-0shot-llama-big,llama-small-revise-gemma-vs-0shot-llama-small,llama-small-revise-gemma-vs-0shot-llama-big
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8333333333333334,0.0,0.0,-0.16666666666666674,0.0,0.0,0.0,0.0
0.2,-0.2,0.6000000000000001,-0.2,0.39999999999999997,-0.20000000000000007,0.6000000000000001,0.0
0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.75,0.0,0.25,0.0,0.0,-0.25,0.0,-0.25
0.6666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333
0.6666666666666666,-0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,-0.20000000000000007,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666
0.4,0.0,0.19999999999999996,0.0,0.0,-0.19999999999999996,0.0,-0.19999999999999996
0.75,-0.25,0.0,0.0,0.0,0.0,-0.25,-0.25
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8333333333333334,-0.8333333333333334,0.0,0.0,-0.5,-0.5,-0.5,-0.5
0.8,0.0,0.19999999999999996,0.0,0.19999999999999996,0.0,0.0,-0.19999999999999996
0.8,0.19999999999999996,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.0,0.0
0.0,0.5,0.75,0.5,0.5,-0.25,0.5,-0.25
0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,-0.6666666666666666,0.33333333333333337,-0.3333333333333333,0.33333333333333337,0.0,-0.3333333333333333,-0.6666666666666667
0.6666666666666666,-0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337
0.6666666666666666,-0.6666666666666666,0.33333333333333337,0.0,-0.3333333333333333,-0.6666666666666667,0.0,-0.33333333333333337
0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
1.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,0.0,0.0
0.5,-0.5,0.5,0.0,0.5,0.0,0.0,-0.5
1.0,-0.375,0.0,0.0,-0.125,-0.125,0.0,0.0
1.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,0.0,0.0
0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333
0.5,0.0,0.5,0.0,-0.5,-1.0,0.0,-0.5
1.0,-0.19999999999999996,-0.4,-0.19999999999999996,-0.19999999999999996,0.20000000000000007,-0.19999999999999996,0.20000000000000007
0.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663
0.6,0.0,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,0.0,-0.20000000000000007
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
0.5,0.25,0.0,0.25,0.0,0.0,0.25,0.25
1.0,-0.33333333333333337,-0.33333333333333337,0.0,0.0,0.33333333333333337,-0.33333333333333337,0.0
0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0
0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
1.0,-1.0,-0.5,-0.5,-0.5,0.0,-0.5,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,0.0,0.5,0.0,0.25,-0.25,0.0,-0.5
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337
1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.6666666666666666,0.0,0.33333333333333337,-0.3333333333333333,-0.3333333333333333,-0.6666666666666667,0.33333333333333337,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,1.0,1.0,0.5,0.0,-0.5
1.0,-0.33333333333333337,-0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337,0.0
0.5,0.25,0.25,0.0,0.0,-0.25,0.25,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5714285714285714,0.1428571428571429,0.2857142857142857,0.0,0.0,-0.2857142857142857,0.1428571428571429,-0.1428571428571428
0.6,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.0,0.20000000000000007,0.0
0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5,0.5,0.0,0.0,-0.5,0.0,-0.5
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0
0.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0
0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,-0.2857142857142857,0.0,-0.2857142857142857
1.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0
0.0,0.0,0.75,0.5,0.0,-0.75,0.5,-0.25
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.75,0.75,0.75,0.75,0.0,0.75,0.0
0.5,0.25,0.25,0.25,0.25,0.0,0.25,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,-0.5,0.0,0.0,-0.5,-0.5,-0.5,-0.5
0.2,0.6000000000000001,0.6000000000000001,0.2,0.2,-0.4,0.6000000000000001,0.0
1.0,-0.25,0.0,0.0,0.0,0.0,-0.25,-0.25
0.5,-0.5,0.0,0.0,-0.5,-0.5,0.0,0.0
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666666,0.0,-0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,-0.5
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0
0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.3333333333333333
0.8,0.19999999999999996,0.19999999999999996,0.0,0.0,-0.19999999999999996,0.0,-0.19999999999999996
0.5,-0.5,-0.5,0.0,-0.5,0.0,-0.5,0.0
1.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333
0.5,0.0,0.25,0.0,0.0,-0.25,0.0,-0.25
0.5,0.25,0.5,0.25,0.25,-0.25,0.25,-0.25
0.5,0.5,0.5,0.0,-0.5,-1.0,0.5,0.0
0.5,0.0,0.5,-0.5,-0.5,-1.0,0.5,0.0
1.0,0.0,-0.5,0.0,0.0,0.5,-0.5,0.0
0.0,0.0,0.5,0.0,1.0,0.5,0.0,-0.5
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.5,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.5,-0.5,-0.5,0.5,0.0,0.5,-0.5,0.0
1.0,-1.0,0.0,0.0,-0.19999999999999996,-0.19999999999999996,-1.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5
0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.6666666666666667,0.3333333333333333,-0.33333333333333337,0.3333333333333333,-0.33333333333333337
0.4,-0.4,0.4,0.19999999999999996,0.19999999999999996,-0.20000000000000007,-0.2,-0.6000000000000001
0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,-0.5,0.0,0.0,-0.25,-0.25,-0.5,-0.5
0.6666666666666666,-0.6666666666666666,0.16666666666666674,-0.16666666666666663,0.16666666666666674,0.0,-0.6666666666666666,-0.8333333333333334
0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337
0.5,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.0,0.0,0.5,0.0,0.0,-0.5,0.5,0.0
0.6666666666666666,0.0,0.16666666666666674,0.0,-0.16666666666666663,-0.33333333333333337,0.0,-0.16666666666666674
0.0,0.6666666666666666,0.8333333333333334,0.5,0.6666666666666666,-0.16666666666666674,0.5,-0.33333333333333337
1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.25
0.6,-0.19999999999999996,0.0,0.0,0.20000000000000007,0.20000000000000007,-0.19999999999999996,-0.19999999999999996
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,-1.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337
0.5,-0.125,0.0,0.0,0.125,0.125,-0.125,-0.125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,-0.25,-0.25,-0.25,-1.0,-1.0
0.4,-0.4,0.19999999999999996,0.0,0.19999999999999996,0.0,-0.2,-0.39999999999999997
0.75,0.0,0.25,0.0,-0.25,-0.5,0.25,0.0
0.75,-0.75,0.0,-0.25,0.0,0.0,-0.5,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337
1.0,0.0,-0.25,0.0,-0.5,-0.25,-0.25,0.0
0.4,0.4,0.4,0.0,0.0,-0.4,0.6,0.19999999999999996
1.0,0.0,-0.33333333333333337,0.0,0.0,0.33333333333333337,-0.6666666666666667,-0.3333333333333333
0.6,0.4,0.20000000000000007,0.0,0.0,-0.20000000000000007,0.20000000000000007,0.0
0.6666666666666666,-0.3333333333333333,0.33333333333333337,0.33333333333333337,-0.3333333333333333,-0.6666666666666667,-0.3333333333333333,-0.6666666666666667
0.3333333333333333,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0
0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.6666666666666666
1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,1.0,0.0,0.0,-1.0,0.5,-0.5
0.6,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6666666666666666,0.0,0.0,-0.6666666666666666,0.0,-0.6666666666666666
1.0,0.0,0.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,0.0,0.0
1.0,0.0,0.0,0.0,-0.4,-0.4,0.0,0.0
0.8333333333333334,0.16666666666666663,0.0,0.0,0.0,0.0,-0.16666666666666674,-0.16666666666666674
0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.0
0.0,0.0,1.0,0.6666666666666666,0.0,-1.0,0.0,-1.0
0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,0.0,-0.6666666666666667,0.3333333333333333,-0.33333333333333337
0.0,0.0,0.8333333333333334,0.0,0.0,-0.8333333333333334,0.16666666666666666,-0.6666666666666667
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.19999999999999996,0.0,-0.20000000000000007,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996
1.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,0.0
0.8333333333333334,0.16666666666666663,0.16666666666666663,0.0,0.16666666666666663,0.0,0.0,-0.16666666666666663
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337,0.0,0.0
0.0,0.0,0.6,0.4,0.4,-0.19999999999999996,0.2,-0.39999999999999997
0.6,-0.6,0.20000000000000007,0.0,0.0,-0.20000000000000007,-0.6,-0.8
0.5,0.0,0.5,0.0,0.25,-0.25,0.25,-0.25
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.25,0.0,0.125,-0.125,-0.125,0.25,0.25
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.4,0.4,0.0,0.0,-0.4,0.0,-0.4
0.0,0.2,0.4,0.0,0.0,-0.4,0.0,-0.4
0.25,0.0,0.25,0.0,0.0,-0.25,0.0,-0.25
0.0,0.0,0.8,0.2,0.8,0.0,0.8,0.0
0.5,0.0,0.5,0.5,0.25,-0.25,0.0,-0.5
1.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,-0.19999999999999996
0.6666666666666666,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0,-0.33333333333333337
0.75,0.25,0.25,0.0,0.25,0.0,0.25,0.0
0.75,0.25,0.25,-0.25,0.25,0.0,0.25,0.0
0.8,-0.20000000000000007,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.0
0.5,0.25,0.25,0.25,0.25,0.0,0.25,0.0
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.33333333333333337,0.33333333333333337,0.0,-0.33333333333333337,0.0,-0.33333333333333337
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6,0.0,0.2,-0.39999999999999997,0.0,-0.6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6666666666666666,0.0,0.0,-0.6666666666666666,0.0,-0.6666666666666666
0.2,0.6000000000000001,0.39999999999999997,0.2,0.0,-0.39999999999999997,0.39999999999999997,0.0
0.8333333333333334,-0.8333333333333334,0.16666666666666663,-0.33333333333333337,-0.16666666666666674,-0.33333333333333337,-0.8333333333333334,-1.0
0.0,0.0,1.0,0.0,0.8,-0.19999999999999996,0.0,-1.0
0.8333333333333334,-0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337
0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0
0.0,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
0.5,0.5,0.5,0.0,0.0,-0.5,0.5,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.4,0.20000000000000007,0.4,0.0,0.20000000000000007,-0.19999999999999996
0.5,0.0,0.16666666666666663,-0.16666666666666669,-0.16666666666666669,-0.3333333333333333,0.0,-0.16666666666666663
0.0,1.0,1.0,0.0,0.5,-0.5,0.5,-0.5
1.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0
0.0,0.5,1.0,0.0,1.0,0.0,0.5,-0.5
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,-1.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5
0.0,0.5,0.5,0.0,0.0,-0.5,0.0,-0.5
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
0.0,0.5,0.0,0.0,0.25,0.25,0.25,0.25
0.0,0.0,0.25,0.0,0.0,-0.25,0.0,-0.25
1.0,-0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.33333333333333337,0.0,0.0
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.33333333333333337,0.33333333333333337
0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25
0.8333333333333334,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,0.0,0.0
1.0,-0.33333333333333337,0.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,-0.3333333333333333,0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.3333333333333333,-0.6666666666666667
0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0
0.5,0.0,-0.5,-0.5,0.0,0.5,-0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0.5,0.5,0.5,0.5,0.0,-0.5,0.5,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0
0.5,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
0.7142857142857143,0.0,0.1428571428571428,0.0,0.0,-0.1428571428571428,0.0,-0.1428571428571428
1.0,-0.1428571428571429,0.0,-0.1428571428571429,0.0,0.0,-0.1428571428571429,-0.1428571428571429
1.0,-0.1428571428571429,0.0,0.0,0.0,0.0,-0.2857142857142857,-0.2857142857142857
0.5,0.0,0.5,0.0,0.0,-0.5,0.0,-0.5
1.0,-0.33333333333333337,0.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.5,0.0,0.0,0.5,0.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,-0.2,0.4,0.0,0.0,-0.4,0.0,-0.4
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5,0.5,0.0,0.0,-0.5,-0.5,-1.0
0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.0
0.5,-0.5,0.25,-0.125,0.125,-0.125,0.0,-0.25
0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,0.0,-0.6666666666666667,0.3333333333333333,-0.33333333333333337
0.375,-0.375,0.375,0.0,0.125,-0.25,0.125,-0.25
0.2,-0.2,0.2,0.0,0.0,-0.2,0.0,-0.2
0.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0
0.8333333333333334,0.16666666666666663,-0.16666666666666674,-0.33333333333333337,0.0,0.16666666666666674,0.16666666666666663,0.33333333333333337
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.14285714285714285,-0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,-0.14285714285714285,0.14285714285714285,-0.14285714285714285
0.14285714285714285,-0.14285714285714285,0.2857142857142857,0.0,0.0,-0.2857142857142857,0.2857142857142857,0.0
0.8,0.0,0.19999999999999996,0.0,0.19999999999999996,0.0,0.0,-0.19999999999999996
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.5,0.16666666666666663,0.33333333333333337,0.0,0.0,-0.33333333333333337,0.0,-0.33333333333333337
0.2857142857142857,0.4285714285714286,0.4285714285714286,-0.14285714285714285,0.5714285714285714,0.1428571428571428,0.4285714285714286,0.0
0.5714285714285714,-0.14285714285714285,0.4285714285714286,0.0,-0.14285714285714285,-0.5714285714285714,0.0,-0.4285714285714286
0.0,0.0,0.8333333333333334,0.0,0.5,-0.33333333333333337,0.0,-0.8333333333333334
1.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.0
0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,-0.33333333333333337,0.3333333333333333,-0.33333333333333337
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.25,0.0,0.25,0.0,0.0,-0.25
0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,0.0,-0.3333333333333333
0.0,0.0,0.75,0.0,0.0,-0.75,0.75,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0
0.0,0.0,0.6666666666666666,0.0,0.0,-0.6666666666666666,0.6666666666666666,0.0
0.0,0.0,0.6666666666666666,0.0,0.0,-0.6666666666666666,1.0,0.33333333333333337
0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,-1.0,0.3333333333333333,-0.6666666666666667
0.0,0.0,1.0,0.0,0.0,-1.0,0.3333333333333333,-0.6666666666666667
0.6,-0.19999999999999996,0.4,0.20000000000000007,0.0,-0.4,-0.19999999999999996,-0.6
1.0,-1.0,0.0,0.0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996
0.8,-0.20000000000000007,0.19999999999999996,0.0,-0.20000000000000007,-0.4,0.0,-0.19999999999999996
0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666674
0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0
0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,-0.33333333333333337,0.33333333333333337,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0
0.6666666666666666,0.0,0.33333333333333337,0.0,0.0,-0.33333333333333337,0.0,-0.33333333333333337
1.0,-0.33333333333333337,0.0,0.0,0.0,0.0,-0.33333333333333337,-0.33333333333333337
1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.25,0.25,0.25,0.0,-0.25,0.0,-0.25
